•咪咕「移动」,#genre#
咪咕直播 𝟙𝟘「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟙「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟚「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟛「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟜「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟝「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟞「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟟「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟠「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=YanG-1989
咪咕直播 𝟙𝟡「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟘「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟙「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟚「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟛「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟜「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟝「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟞「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟟「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟠「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=YanG-1989
咪咕直播 𝟚𝟡「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟘「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟙「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟚「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟛「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟜「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟝「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=YanG-1989
咪咕直播 𝟛𝟞「移动」,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=YanG-1989
•央視「Relay」,#genre#
睛彩广场舞「Relay」,https://iptv.yang-1989.xyz/cn/gd3ezx?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
睛彩青少「Relay」,https://iptv.yang-1989.xyz/cn/c8hdhc?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
睛彩竞技「Relay」,https://iptv.yang-1989.xyz/cn/juw77s?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
睛彩篮球「Relay」,https://iptv.yang-1989.xyz/cn/x3kdtb?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 1 綜合「Relay」,https://iptv.yang-1989.xyz/cn/av59vc?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 2 財經「Relay」,https://iptv.yang-1989.xyz/cn/d2b9w5?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 3 綜藝「Relay」,https://iptv.yang-1989.xyz/cn/7hsqye?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 4 中文國際「Relay」,https://iptv.yang-1989.xyz/cn/7z5tau?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 5 體育「Relay」,https://iptv.yang-1989.xyz/cn/jh937w?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 5+ 體育賽事「Relay」,https://iptv.yang-1989.xyz/cn/jgv6t6?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 6 電影「Relay」,https://iptv.yang-1989.xyz/cn/2c67kq?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 7 國防軍事「Relay」,https://iptv.yang-1989.xyz/cn/j2jahq?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 8 電視劇「Relay」,https://iptv.yang-1989.xyz/cn/k77ck6?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 9 記錄「Relay」,https://iptv.yang-1989.xyz/cn/f3czmj?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 10 科教「Relay」,https://iptv.yang-1989.xyz/cn/8a53rs?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 11 戲曲「Relay」,https://iptv.yang-1989.xyz/cn/2ur24y?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 12 社會與法「Relay」,https://iptv.yang-1989.xyz/cn/yz35ya?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 13 新聞「Relay」,https://iptv.yang-1989.xyz/cn/6zdjz3?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 14 少兒「Relay」,https://iptv.yang-1989.xyz/cn/da9zwj?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 15 音樂「Relay」,https://iptv.yang-1989.xyz/cn/b547kn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 16 奧林匹克「Relay」,https://iptv.yang-1989.xyz/cn/xqpm95?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CCTV 17 農村農業「Relay」,https://iptv.yang-1989.xyz/cn/hwuns3?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
北京衛視「Relay」,https://iptv.yang-1989.xyz/cn/wf7dye?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
東方衛視「Relay」,https://iptv.yang-1989.xyz/cn/6sd9zf?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
廣東衛視「Relay」,https://iptv.yang-1989.xyz/cn/gycpxb?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
浙江衛視「Relay」,https://iptv.yang-1989.xyz/cn/fzppgv?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
江蘇衛視「Relay」,https://iptv.yang-1989.xyz/cn/fxq6sy?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
湖南衛視「Relay」,https://iptv.yang-1989.xyz/cn/9efgkb?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
四川衛視「Relay」,https://iptv.yang-1989.xyz/cn/b98czb?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
•香港「Relay」,#genre#
翡翠台「24小时回看」,https://iptv.yang-1989.xyz/hk/xj7a7k?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
無綫新聞台,https://iptv.yang-1989.xyz/hk/zr7afk?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
明珠台,https://iptv.yang-1989.xyz/hk/39ehyh?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
TVB Plus,https://iptv.yang-1989.xyz/hk/473jbj?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
美亞電影台,https://iptv.yang-1989.xyz/hk/8vq48c?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
PopC,https://iptv.yang-1989.xyz/hk/r73uq7?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
ViuTV,https://iptv.yang-1989.xyz/hk/n2hbq7?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
ViuTVsix,https://iptv.yang-1989.xyz/hk/xu4nnr?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Now直播台,https://iptv.yang-1989.xyz/hk/djef9n?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Now新聞台,https://iptv.yang-1989.xyz/hk/mtabv4?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Now財經台,https://iptv.yang-1989.xyz/hk/hys2ej?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Now Sports 精選,https://iptv.yang-1989.xyz/hk/795mnk?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Now Sports 英超,https://iptv.yang-1989.xyz/hkg/tvt7ue?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
雷霆881「電台」,https://iptv.yang-1989.xyz/hkg/c8crnx?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
叱咤903「電台」,https://iptv.yang-1989.xyz/hkg/5fcdz3?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
AM864「電台」,https://iptv.yang-1989.xyz/hkg/xenusn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
HOY 國際財經台,https://hoytv-live-stream.hoy.tv/ch76/index-fhd.m3u8
HOY TV,https://hoytv-live-stream.hoy.tv/ch77/index-fhd.m3u8
HOY 資訊台,https://hoytv-live-stream.hoy.tv/ch78/index-fhd.m3u8
RTHK 31,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
RTHK 32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
RTHK 33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
澳門衛星,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8
澳門葡文,https://live5.tdm.com.mo/ch2/ch2.live/playlist.m3u8
澳視澳門,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳門資訊,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳門體育,https://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8
澳門綜藝,https://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
•台灣「Relay」,#genre#
緯來日本「Relay」,https://iptv.yang-1989.xyz/tw/3ehn2f?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
緯來體育「Relay」,https://iptv.yang-1989.xyz/tw/6zr4wd?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
緯來電影「Relay」,https://iptv.yang-1989.xyz/tw/ueq45e?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
緯來綜合「Relay」,https://iptv.yang-1989.xyz/tw/uae7vb?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
緯來戲劇「Relay」,https://iptv.yang-1989.xyz/tw/7tgsxn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
緯來育樂「Relay」,https://iptv.yang-1989.xyz/tw/5vhu39?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
愛爾達體育 一,https://iptv.yang-1989.xyz/tw/qn2jsf?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
愛爾達體育 二,https://iptv.yang-1989.xyz/tw/agj9yy?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
愛爾達體育 三,https://iptv.yang-1989.xyz/tw/gdxenn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
愛爾達體育 四,https://iptv.yang-1989.xyz/tw/5n7zdn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
DAZN 1,https://iptv.yang-1989.xyz/tw/d8p2gf?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
DAZN 2,https://iptv.yang-1989.xyz/tw/yy7xx5?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
年代新聞「Relay」,https://iptv.yang-1989.xyz/tw/7nwtre?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
中天亞洲「Relay」,https://iptv.yang-1989.xyz/tw/f3g3jz?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
中天綜合「Relay」,https://iptv.yang-1989.xyz/tw/4ye9gn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
中天娛樂「Relay」,https://iptv.yang-1989.xyz/tw/nhe3p3?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
東森電影「Relay」,https://iptv.yang-1989.xyz/tw/zc4n42?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
東森洋片「Relay」,https://iptv.yang-1989.xyz/tw/pxh55c?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
東森綜合「Relay」,https://iptv.yang-1989.xyz/tw/xpjj7q?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
東森戲劇「Relay」,https://iptv.yang-1989.xyz/tw/wvmjp2?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
東森幼幼「Relay」,https://iptv.yang-1989.xyz/tw/3wgn9q?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
台視「Relay」,https://iptv.yang-1989.xyz/tw/bjxz6w?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
MTV綜合台「Relay」,https://iptv.yang-1989.xyz/tw/92vjxr?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
動物星球「Relay」,https://iptv.yang-1989.xyz/tw/3fzsey?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CATCHPLAY 電影「Relay」,https://iptv.yang-1989.xyz/tw/3cg943?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍祥時代「Relay」,https://iptv.yang-1989.xyz/tw/33y3ru?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
好萊塢電影「Relay」,https://iptv.yang-1989.xyz/tw/ekyftq?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
CINEMAX「Relay」,https://iptv.yang-1989.xyz/tw/99s89e?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華偶像「ofiii」,https://iptv.yang-1989.xyz/ofiii/qpfep4?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華卡通「ofiii」,https://iptv.yang-1989.xyz/ofiii/6wgdu7?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華戲劇「ofiii」,https://iptv.yang-1989.xyz/ofiii/pe3yg9?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華日韓「ofiii」,https://iptv.yang-1989.xyz/ofiii/x84wq8?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華洋片「ofiii」,https://iptv.yang-1989.xyz/ofiii/tpt4nm?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華經典「ofiii」,https://iptv.yang-1989.xyz/ofiii/g56uc2?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
龍華電影「ofiii」,https://iptv.yang-1989.xyz/ofiii/b4c9f4?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
中天新聞「ofiii」,https://iptv.yang-1989.xyz/ofiii/8fgege?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
台視新聞「ofiii」,https://iptv.yang-1989.xyz/ofiii/ucrfyg?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
台灣戲劇「ofiii」,https://iptv.yang-1989.xyz/ofiii/z9ebsv?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
寰宇財經「ofiii」,https://iptv.yang-1989.xyz/ofiii/2962v8?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
DayStar「ofiii」,https://iptv.yang-1989.xyz/ofiii/sa3kbu?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
第1商業「ofiii」,https://iptv.yang-1989.xyz/ofiii/ex5jes?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Smart知識「ofiii」,https://iptv.yang-1989.xyz/ofiii/3fnwwv?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
•體育「Relay」,#genre#
Eurosport 1,https://iptv.yang-1989.xyz/sprt/62n759?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Eurosport 2,https://iptv.yang-1989.xyz/sprt/ykmmsu?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
TNT Sport 1,https://iptv.yang-1989.xyz/sprt/j2cscj?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
TNT Sport 2,https://iptv.yang-1989.xyz/sprt/8hd822?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
TNT Sport 3,https://iptv.yang-1989.xyz/sprt/x6nxdd?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
TNT Sport 4,https://iptv.yang-1989.xyz/sprt/tj7krg?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
beIN Sports 1,https://iptv.yang-1989.xyz/sprt/7r9cqz?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
beIN Sports 2,https://iptv.yang-1989.xyz/sprt/cyeugv?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
beIN Sports 3,https://iptv.yang-1989.xyz/sprt/9yxv9f?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
beIN Sports 4,https://iptv.yang-1989.xyz/sprt/myan7g?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
beIN Sports 5,https://iptv.yang-1989.xyz/sprt/b2n9ya?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Premier 1,https://iptv.yang-1989.xyz/sprt/k4u5rd?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Premier 2 UHD,https://iptv.yang-1989.xyz/sprt/5v542e?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Premier 3,https://iptv.yang-1989.xyz/sprt/8v569e?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Premier 4,https://iptv.yang-1989.xyz/sprt/efu94w?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Premier 5,https://iptv.yang-1989.xyz/sprt/v5q36y?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Premier 6,https://iptv.yang-1989.xyz/sprt/gkpctx?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 1,https://iptv.yang-1989.xyz/sprt/8wxjfc?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 2,https://iptv.yang-1989.xyz/sprt/whjtd8?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 3,https://iptv.yang-1989.xyz/sprt/m6ntsg?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 4,https://iptv.yang-1989.xyz/sprt/5z3acu?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 5,https://iptv.yang-1989.xyz/sprt/v5g4ab?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 6,https://iptv.yang-1989.xyz/sprt/rrwwsn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 7,https://iptv.yang-1989.xyz/sprt/xqzw7n?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Hub Sports 8,https://iptv.yang-1989.xyz/sprt/zxwnxz?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
SPOTV,https://iptv.yang-1989.xyz/sprt/6bscw9?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
SPOTV 2,https://iptv.yang-1989.xyz/sprt/pzh48x?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
FIGHT SPORTS,https://iptv.yang-1989.xyz/sprt/knzde9?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports F1,https://iptv.yang-1989.xyz/sprts/yv5ptj?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Premier League,https://iptv.yang-1989.xyz/sprts/cat5tg?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Football,https://iptv.yang-1989.xyz/sprts/ju58bk?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Golf,https://iptv.yang-1989.xyz/sprts/ugafse?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Cricket,https://iptv.yang-1989.xyz/sprts/xd36sx?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Mix,https://iptv.yang-1989.xyz/sprts/prbz6x?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Main Event,https://iptv.yang-1989.xyz/sprts/mpw3js?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Sky Sports Racing,https://iptv.yang-1989.xyz/sprts/64ad2r?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
•綜合「Relay」,#genre#
BBC Earth,https://iptv.yang-1989.xyz/comp/5625uh?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
BBC Lifestyle,https://iptv.yang-1989.xyz/comp/qezgdn?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Discovery,https://iptv.yang-1989.xyz/comp/u97egy?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
HBO,https://iptv.yang-1989.xyz/comp/mhs9c3?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
HBO Hits,https://iptv.yang-1989.xyz/comp/wbsknk?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
HBO Family,https://iptv.yang-1989.xyz/comp/jy3b2c?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
HBO Signature,https://iptv.yang-1989.xyz/comp/jg27ju?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Channel 5,https://iptv.yang-1989.xyz/comp/ha5q2f?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Channel 8,https://iptv.yang-1989.xyz/comp/nt29fx?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
Channel U,https://iptv.yang-1989.xyz/comp/z3bjsz?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
中天亞洲,https://iptv.yang-1989.xyz/comp/9zykxr?token=8796d5185e437937b5f122e225f2abcfe318d915ad4f3a09
•港澳台「Juli」,#genre#
翡翠台,https://cdn.qd.je/163189/fct
翡翠台 4K「字幕」,https://cdn.qd.je/163189/fct4k
翡翠台「字幕」,https://cdn.qd.je/163189/fct2
翡翠台「WebVTT字幕」,https://cdn.qd.je/163189/fctvtt
無綫新聞台,https://cdn.qd.je/163189/wxxwt
明珠台「字幕」,https://cdn.qd.je/163189/mzt
明珠台「WebVTT字幕」,https://cdn.qd.je/163189/mztvtt
TVB Plus,https://cdn.qd.je/163189/tvbp2
TVB Plus「字幕」,https://cdn.qd.je/163189/tvbp
TVB Plus「WebVTT字幕」,https://cdn.qd.je/163189/tvbpvtt
