央视频道,#genre#
CCTV-11戏曲,http://xncs.56312315.top/proxy/cibn/yf.php?id=20011&token=68eac3f600674f68
CCTV-12社会与法,http://xncs.56312315.top/proxy/cibn/yf.php?id=20012&token=68eac3f600674f68
CCTV-13新闻,http://xncs.56312315.top/proxy/cibn/yf.php?id=20013&token=68eac3f600674f68
CCTV-14少儿,http://xncs.56312315.top/proxy/cibn/yf.php?id=20014&token=68eac3f600674f68
CCTV-15音乐,http://xncs.56312315.top/proxy/cibn/yf.php?id=20015&token=68eac3f600674f68
CCTV-16休息,http://xncs.56312315.top/proxy/cibn/yf.php?id=20016&token=68eac3f600674f68
CCTV-17农业农村,http://xncs.56312315.top/proxy/cibn/yf.php?id=20017&token=68eac3f600674f68
卫视频道,#genre#
北京卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=北京卫视
北京卫视,http://119.91.7.169:2026/tv/mg4.php?id=北京卫视
北京卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20023&token=68eac3f600674f68
北京卫视,http://go.bkpcp.top/mg/bjws
北京卫视,http://j.s.bkpcp.top/jj/bjws
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=东方卫视
东方卫视,http://119.91.7.169:2026/tv/mg4.php?id=东方卫视
东方卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20025&token=68eac3f600674f68
东方卫视,http://go.bkpcp.top/mg/dfws
东方卫视,http://j.s.bkpcp.top/jj/dfws
东方卫视,http://t.061899.xyz/tl/tl.php?id=dfws
湖南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=湖南卫视
湖南卫视,http://119.91.7.169:2026/tv/mg4.php?id=湖南卫视
湖南卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20031&token=68eac3f600674f68
湖南卫视,http://go.bkpcp.top/mg/hunws
湖南卫视,http://j.s.bkpcp.top/jj/hunws
湖南卫视,http://t.061899.xyz/tl/tl.php?id=hunws
浙江卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=浙江卫视
浙江卫视,http://119.91.7.169:2026/tv/mg4.php?id=浙江卫视
浙江卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20033&token=68eac3f600674f68
浙江卫视,http://go.bkpcp.top/mg/zjws
浙江卫视,http://j.s.bkpcp.top/jj/zjws
浙江卫视,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=江苏卫视
江苏卫视,http://119.91.7.169:2026/tv/mg4.php?id=江苏卫视
江苏卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20024&token=68eac3f600674f68
江苏卫视,http://go.bkpcp.top/mg/jsws
江苏卫视,http://j.s.bkpcp.top/jj/jsws
江苏卫视,http://t.061899.xyz/tl/tl.php?id=jsws
广东卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=广东卫视
广东卫视,http://119.91.7.169:2026/tv/mg4.php?id=广东卫视
广东卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20020&token=68eac3f600674f68
广东卫视,http://go.bkpcp.top/mg/gdws
广东卫视,http://j.s.bkpcp.top/jj/gdws
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
山东卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=山东卫视
山东卫视,http://119.91.7.169:2026/tv/mg4.php?id=山东卫视
山东卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20030&token=68eac3f600674f68
山东卫视,http://go.bkpcp.top/mg/sdws
山东卫视,http://j.s.bkpcp.top/jj/sdws
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
辽宁卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=辽宁卫视
辽宁卫视,http://119.91.7.169:2026/tv/mg4.php?id=辽宁卫视
辽宁卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20038&token=68eac3f600674f68
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
湖北卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=湖北卫视
湖北卫视,http://119.91.7.169:2026/tv/mg4.php?id=湖北卫视
湖北卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20032&token=68eac3f600674f68
湖北卫视,http://go.bkpcp.top/mg/hubws
湖北卫视,http://j.s.bkpcp.top/jj/hubws
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
河北卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=河北卫视
河北卫视,http://119.91.7.169:2026/tv/mg4.php?id=河北卫视
河北卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20042&token=68eac3f600674f68
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=河南卫视
河南卫视,http://119.91.7.169:2026/tv/mg4.php?id=河南卫视
河南卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20043&token=68eac3f600674f68
河南卫视,http://go.bkpcp.top/mg/hnws
河南卫视,http://j.s.bkpcp.top/jj/hnws
河南卫视,http://t.061899.xyz/tl/tl.php?id=hnws
深圳卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=深圳卫视
深圳卫视,http://119.91.7.169:2026/tv/mg4.php?id=深圳卫视
深圳卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20022&token=68eac3f600674f68
深圳卫视,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视,http://103.45.128.46:2001/jmb/IPTV.php?id天津卫视
天津卫视,http://119.91.7.169:2026/tv/mg4.php?id=天津卫视
天津卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20037&token=68eac3f600674f68
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
重庆卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=重庆卫视
重庆卫视,http://119.91.7.169:2026/tv/mg4.php?id=重庆卫视
重庆卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20028&token=68eac3f600674f68
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
安徽卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=安徽卫视
安徽卫视,http://119.91.7.169:2026/tv/mg4.php?id=安徽卫视
安徽卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20039&token=68eac3f600674f68
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
东南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=东南卫视
东南卫视,http://119.91.7.169:2026/tv/mg4.php?id=东南卫视
东南卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20026&token=68eac3f600674f68
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
厦门卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=厦门卫视
厦门卫视,http://119.91.7.169:2026/tv/mg4.php?id=厦门卫视
厦门卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20059&token=68eac3f600674f68
山西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=山西卫视
山西卫视,http://119.91.7.169:2026/tv/mg4.php?id=山西卫视
山西卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20048&token=68eac3f600674f68
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
陕西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=陕西卫视
陕西卫视,http://119.91.7.169:2026/tv/mg4.php?id=陕西卫视
陕西卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20047&token=68eac3f600674f68
陕西卫视,http://go.bkpcp.top/mg/sxws
陕西卫视,http://j.s.bkpcp.top/jj/sxws
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
四川卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=四川卫视
四川卫视,http://119.91.7.169:2026/tv/mg4.php?id=四川卫视
四川卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20029&token=68eac3f600674f68
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
黑龙江卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=黑龙江卫视
黑龙江卫视,http://119.91.7.169:2026/tv/mg4.php?id=黑龙江卫视
黑龙江卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20034&token=68eac3f600674f68
吉林卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=吉林卫视
吉林卫视,http://119.91.7.169:2026/tv/mg4.php?id=吉林卫视
吉林卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20040&token=68eac3f600674f68
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
云南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=云南卫视
云南卫视,http://119.91.7.169:2026/tv/mg4.php?id=云南卫视
云南卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20054&token=68eac3f600674f68
贵州卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=贵州卫视
贵州卫视,http://119.91.7.169:2026/tv/mg4.php?id=贵州卫视
贵州卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20044&token=68eac3f600674f68
贵州卫视,http://t.061899.xyz/tl/tl.php?id=gzws
广西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=广西卫视
广西卫视,http://119.91.7.169:2026/tv/mg4.php?id=广西卫视
广西卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20036&token=68eac3f600674f68
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
江西卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=江西卫视
江西卫视,http://119.91.7.169:2026/tv/mg4.php?id=江西卫视
江西卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20041&token=68eac3f600674f68
江西卫视,http://go.bkpcp.top/mg/jxws
江西卫视,http://j.s.bkpcp.top/jj/jxws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
海南卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=海南卫视
海南卫视,http://119.91.7.169:2026/tv/mg4.php?id=海南卫视
海南卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20035&token=68eac3f600674f68
海南卫视,http://go.bkpcp.top/mg/hinws
海南卫视,http://j.s.bkpcp.top/jj/hinws
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
三沙卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=三沙卫视
三沙卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20055&token=68eac3f600674f68
甘肃卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=甘肃卫视
甘肃卫视,http://119.91.7.169:2026/tv/mg4.php?id=甘肃卫视
甘肃卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20045&token=68eac3f600674f68
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
青海卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=青海卫视
青海卫视,http://119.91.7.169:2026/tv/mg4.php?id=青海卫视
青海卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20046&token=68eac3f600674f68
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=宁夏卫视
宁夏卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20049&token=68eac3f600674f68
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
内蒙古卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=内蒙古卫视
内蒙古卫视,http://119.91.7.169:2026/tv/mg4.php?id=内蒙古卫视
内蒙古卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20050&token=68eac3f600674f68
新疆卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=新疆卫视
新疆卫视,http://119.91.7.169:2026/tv/mg4.php?id=新疆卫视
新疆卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20021&token=68eac3f600674f68
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
西藏卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=西藏卫视
西藏卫视,http://119.91.7.169:2026/tv/mg4.php?id=西藏卫视
西藏卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20027&token=68eac3f600674f68
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
农林卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=农林卫视
农林卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20057&token=68eac3f600674f68
兵团卫视,http://103.45.128.46:2001/jmb/IPTV.php?id=兵团卫视
兵团卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20051&token=68eac3f600674f68
兵团卫视,http://go.bkpcp.top/mg/btws
兵团卫视,http://j.s.bkpcp.top/jj/btws
大湾区卫视,http://119.91.7.169:2026/tv/mg4.php?id=大湾区卫视
海峡卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20053&token=68eac3f600674f68
康巴卫视,http://xncs.56312315.top/proxy/cibn/yf.php?id=20056&token=68eac3f600674f68
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
深圳卫视咪4k,http://j.s.bkpcp.top/jj/szws
黑龙江视,http://go.bkpcp.top/mg/hljws
黑龙江视,http://j.s.bkpcp.top/jj/hljws
黑龙江视,http://t.061899.xyz/tl/tl.php?id=hljws
内蒙古视,http://t.061899.xyz/tl/tl.php?id=nmgws
香港频道,#genre#
凤凰中文,http://xncs.56312315.top/proxy/cibn/fy.php?id=20060&token=68eac3f600674f68
凤凰中文,http://xncs.56312315.top/proxy/cibn/fy.php?id=20063&token=68eac3f600674f68
凤凰资讯,http://xncs.56312315.top/proxy/cibn/fy.php?id=20061&token=68eac3f600674f68
凤凰资讯,http://xncs.56312315.top/proxy/cibn/fy.php?id=20064&token=68eac3f600674f68
凤凰香港,http://xncs.56312315.top/proxy/cibn/fy.php?id=20062&token=68eac3f600674f68
凤凰香港,http://xncs.56312315.top/proxy/cibn/fy.php?id=20065&token=68eac3f600674f68
翡翠台,http://xncs.56312315.top/proxy/cibn/fy.php?id=20066&token=68eac3f600674f68
TVB无线新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20069&token=68eac3f600674f68
28AI赛马,http://xncs.56312315.top/proxy/cibn/fy.php?id=20126&token=68eac3f600674f68
88赛马,http://xncs.56312315.top/proxy/cibn/fy.php?id=20123&token=68eac3f600674f68
HOY76,http://xncs.56312315.top/proxy/cibn/fy.php?id=20077&token=68eac3f600674f68
HOY77,http://xncs.56312315.top/proxy/cibn/fy.php?id=20078&token=68eac3f600674f68
HOY78,http://xncs.56312315.top/proxy/cibn/fy.php?id=20079&token=68eac3f600674f68
MYTV_SUPER_FREE,http://xncs.56312315.top/proxy/cibn/fy.php?id=20111&token=68eac3f600674f68
MYTV_SUPER亚洲剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20109&token=68eac3f600674f68
MYTV_SUPER少儿,http://xncs.56312315.top/proxy/cibn/fy.php?id=20110&token=68eac3f600674f68
MYTV_SUPER戏曲,http://xncs.56312315.top/proxy/cibn/fy.php?id=20113&token=68eac3f600674f68
MYTV_SUPER粤语片,http://xncs.56312315.top/proxy/cibn/fy.php?id=20112&token=68eac3f600674f68
MYTV_SUPER经典,http://xncs.56312315.top/proxy/cibn/fy.php?id=20107&token=68eac3f600674f68
MYTV_SUPER黄金华剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20108&token=68eac3f600674f68
MYTV_SUPER黄金翡翠,http://xncs.56312315.top/proxy/cibn/fy.php?id=20106&token=68eac3f600674f68
Now668赛马,http://xncs.56312315.top/proxy/cibn/fy.php?id=20094&token=68eac3f600674f68
Now_sport1,http://xncs.56312315.top/proxy/cibn/fy.php?id=20092&token=68eac3f600674f68
Now_sport2,http://xncs.56312315.top/proxy/cibn/fy.php?id=20093&token=68eac3f600674f68
Now_sport3,http://xncs.56312315.top/proxy/cibn/fy.php?id=20084&token=68eac3f600674f68
Now华剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20091&token=68eac3f600674f68
Now新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20082&token=68eac3f600674f68
Now星影(国),http://xncs.56312315.top/proxy/cibn/fy.php?id=20088&token=68eac3f600674f68
Now星影(粤),http://xncs.56312315.top/proxy/cibn/fy.php?id=20086&token=68eac3f600674f68
Now爆谷(国),http://xncs.56312315.top/proxy/cibn/fy.php?id=20089&token=68eac3f600674f68
Now爆谷(粤),http://xncs.56312315.top/proxy/cibn/fy.php?id=20087&token=68eac3f600674f68
Now紫金国际,http://xncs.56312315.top/proxy/cibn/fy.php?id=20090&token=68eac3f600674f68
Now财经,http://xncs.56312315.top/proxy/cibn/fy.php?id=20085&token=68eac3f600674f68
PopC电影,http://xncs.56312315.top/proxy/cibn/fy.php?id=20118&token=68eac3f600674f68
RTHK31,http://xncs.56312315.top/proxy/cibn/fy.php?id=20080&token=68eac3f600674f68
RTHK32,http://xncs.56312315.top/proxy/cibn/fy.php?id=20081&token=68eac3f600674f68
TVB1,http://xncs.56312315.top/proxy/cibn/fy.php?id=20095&token=68eac3f600674f68
TVBE,http://xncs.56312315.top/proxy/cibn/fy.php?id=20097&token=68eac3f600674f68
TVBJ1,http://xncs.56312315.top/proxy/cibn/fy.php?id=20096&token=68eac3f600674f68
TVB千禧经典,http://xncs.56312315.top/proxy/cibn/fy.php?id=20105&token=68eac3f600674f68
TVB娱乐新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20073&token=68eac3f600674f68
TVB明珠剧集,http://xncs.56312315.top/proxy/cibn/fy.php?id=20098&token=68eac3f600674f68
TVB星河(国),http://xncs.56312315.top/proxy/cibn/fy.php?id=20102&token=68eac3f600674f68
TVB星河(粤),http://xncs.56312315.top/proxy/cibn/fy.php?id=20101&token=68eac3f600674f68
TVB武侠(国),http://xncs.56312315.top/proxy/cibn/fy.php?id=20104&token=68eac3f600674f68
TVB武侠(粤),http://xncs.56312315.top/proxy/cibn/fy.php?id=20103&token=68eac3f600674f68
TVB生活,http://xncs.56312315.top/proxy/cibn/fy.php?id=20074&token=68eac3f600674f68
TVB翡翠剧集,http://xncs.56312315.top/proxy/cibn/fy.php?id=20099&token=68eac3f600674f68
TVB黄金华剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20100&token=68eac3f600674f68
ViuTV,http://xncs.56312315.top/proxy/cibn/fy.php?id=20075&token=68eac3f600674f68
ViuTV6,http://xncs.56312315.top/proxy/cibn/fy.php?id=20076&token=68eac3f600674f68
viu剧集,http://xncs.56312315.top/proxy/cibn/fy.php?id=20070&token=68eac3f600674f68
中国电影,http://xncs.56312315.top/proxy/cibn/fy.php?id=20121&token=68eac3f600674f68
创世电视,http://xncs.56312315.top/proxy/cibn/fy.php?id=20119&token=68eac3f600674f68
天映经典,http://xncs.56312315.top/proxy/cibn/fy.php?id=20114&token=68eac3f600674f68
天映经典2,http://xncs.56312315.top/proxy/cibn/fy.php?id=20115&token=68eac3f600674f68
天映频道,http://xncs.56312315.top/proxy/cibn/fy.php?id=20116&token=68eac3f600674f68
天映频道2,http://xncs.56312315.top/proxy/cibn/fy.php?id=20117&token=68eac3f600674f68
无线18赛马,http://xncs.56312315.top/proxy/cibn/fy.php?id=20125&token=68eac3f600674f68
有线18赛马,http://xncs.56312315.top/proxy/cibn/fy.php?id=20124&token=68eac3f600674f68
澳视澳门,http://xncs.56312315.top/proxy/cibn/fy.php?id=20127&token=68eac3f600674f68
澳门Macau,http://xncs.56312315.top/proxy/cibn/fy.php?id=20128&token=68eac3f600674f68
澳门体育,http://xncs.56312315.top/proxy/cibn/fy.php?id=20131&token=68eac3f600674f68
澳门莲花,http://xncs.56312315.top/proxy/cibn/fy.php?id=20130&token=68eac3f600674f68
澳门资讯,http://xncs.56312315.top/proxy/cibn/fy.php?id=20129&token=68eac3f600674f68
美亚电影(港),http://xncs.56312315.top/proxy/cibn/fy.php?id=20120&token=68eac3f600674f68
重温经典,http://xncs.56312315.top/proxy/cibn/fy.php?id=20122&token=68eac3f600674f68
台湾频道,#genre#
LIVE三立,http://xncs.56312315.top/proxy/cibn/fy.php?id=20169&token=68eac3f600674f68
TVBS,http://xncs.56312315.top/proxy/cibn/fy.php?id=20188&token=68eac3f600674f68
TVBSNew,http://xncs.56312315.top/proxy/cibn/fy.php?id=20309&token=68eac3f600674f68
TVBS亚洲,http://xncs.56312315.top/proxy/cibn/fy.php?id=20190&token=68eac3f600674f68
TVBS台剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20193&token=68eac3f600674f68
TVBS新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20168&token=68eac3f600674f68
TVBS欢乐,http://xncs.56312315.top/proxy/cibn/fy.php?id=20189&token=68eac3f600674f68
TVBS精采,http://xncs.56312315.top/proxy/cibn/fy.php?id=20191&token=68eac3f600674f68
TVBS综艺,http://xncs.56312315.top/proxy/cibn/fy.php?id=20192&token=68eac3f600674f68
三立iNEWS,http://xncs.56312315.top/proxy/cibn/fy.php?id=20170&token=68eac3f600674f68
三立台湾,http://xncs.56312315.top/proxy/cibn/fy.php?id=20202&token=68eac3f600674f68
三立综合,http://xncs.56312315.top/proxy/cibn/fy.php?id=20204&token=68eac3f600674f68
三立都会,http://xncs.56312315.top/proxy/cibn/fy.php?id=20205&token=68eac3f600674f68
东森LIVE,http://xncs.56312315.top/proxy/cibn/fy.php?id=20308&token=68eac3f600674f68
东森Yoyo,http://xncs.56312315.top/proxy/cibn/fy.php?id=20213&token=68eac3f600674f68
东森戏剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20207&token=68eac3f600674f68
东森新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20174&token=68eac3f600674f68
东森新闻(美),http://xncs.56312315.top/proxy/cibn/fy.php?id=20175&token=68eac3f600674f68
东森洋片,http://xncs.56312315.top/proxy/cibn/fy.php?id=20212&token=68eac3f600674f68
东森电影,http://xncs.56312315.top/proxy/cibn/fy.php?id=20211&token=68eac3f600674f68
东森综合,http://xncs.56312315.top/proxy/cibn/fy.php?id=20206&token=68eac3f600674f68
东森美洲,http://xncs.56312315.top/proxy/cibn/fy.php?id=20210&token=68eac3f600674f68
东森超视34.5,http://xncs.56312315.top/proxy/cibn/fy.php?id=20208&token=68eac3f600674f68
中天CTI+,http://xncs.56312315.top/proxy/cibn/fy.php?id=20181&token=68eac3f600674f68
中天亚洲,http://xncs.56312315.top/proxy/cibn/fy.php?id=20196&token=68eac3f600674f68
中天娱乐,http://xncs.56312315.top/proxy/cibn/fy.php?id=20194&token=68eac3f600674f68
中天新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20173&token=68eac3f600674f68
中天综合,http://xncs.56312315.top/proxy/cibn/fy.php?id=20195&token=68eac3f600674f68
中旺电视,http://xncs.56312315.top/proxy/cibn/fy.php?id=20187&token=68eac3f600674f68
中视,http://xncs.56312315.top/proxy/cibn/fy.php?id=20183&token=68eac3f600674f68
中视新闻,http://xncs.56312315.top/proxy/cibn/fy.php?id=20171&token=68eac3f600674f68
中视经典,http://xncs.56312315.top/proxy/cibn/fy.php?id=20221&token=68eac3f600674f68
中视菁采,http://xncs.56312315.top/proxy/cibn/fy.php?id=20222&token=68eac3f600674f68
八大娱乐,http://xncs.56312315.top/proxy/cibn/fy.php?id=20200&token=68eac3f600674f68
八大戏剧,http://xncs.56312315.top/proxy/cibn/fy.php?id=20199&token=68eac3f600674f68
八大第一,http://xncs.56312315.top/proxy/cibn/fy.php?id=20197&token=68eac3f600674f68
八大精采,http://xncs.56312315.top/proxy/cibn/fy.php?id=20201&token=68eac3f600674f68
八大综合,http://xncs.56312315.top/proxy/cibn/fy.php?id=20198&token=68eac3f600674f68
